"artist","total_plays_2018","rank_2018","total_plays_2019","rank_2019","total_plays_2020","rank_2020","total_plays_2021","rank_2021","total_plays_2022","rank_2022"
"oxen",,,5,534,,,,,,
"oysterband",,,1,1301,,,,,2,1439
"panda bear",,,1,1301,,,,,,
"parcels",,,32,173,4,865,36,211,,
"pauk",,,3,685,,,,,,
"pavement",,,5,534,3,1021,2,1500,35,199
"pavol hammel & prúdy",,,2,855,,,1,2135,,
"pell",,,4,599,,,,,,
"penelope isles",,,2,855,4,865,,,1,2066
"perfect son",,,52,120,13,426,11,598,4,1038
"perturbator",,,1,1301,26,235,15,446,1,2066
"peter doherty & the puta madres",,,2,855,,,,,,
"peter holden",,,2,855,,,,,,
"petra janů & petr janda",,,14,318,3,1021,,,,
"pickle darling",,,2,855,,,,,,
"pierced arrows",,,1,1301,,,,,,
"pierluigi colantoni",,,1,1301,,,,,,
"pink mexico",,,2,855,,,,,,
"pizzagirl",,,1,1301,,,1,2135,,
"plague vendor",,,1,1301,41,152,21,334,,
"planet perfecto/grace",,,2,855,,,,,1,2066
"ploho",,,30,188,88,64,18,381,,
"poloshirt",,,3,685,,,,,,
"poni hoax",,,1,1301,1,1982,1,2135,3,1188
"potty mouth",,,1,1301,,,,,,
"prep",,,4,599,,,,,,
"pressyes",,,4,599,,,,,,
"private island",,,3,685,1,1982,,,,
"prophecy",,,2,855,,,,,,
"protomartyr",,,31,178,11,496,49,157,62,100
"pulser",,,1,1301,,,,,,
"pup",,,3,685,,,,,1,2066
"queen zee",,,1,1301,,,,,,
"queensrÿche",,,2,855,,,1,2135,,
"ra ra riot",,,2,855,,,,,,
"radiant-x",,,1,1301,,,,,,
"rafter",,,2,855,,,,,,
"rainbow kitten surprise",,,15,303,2,1292,,,,
"ralph pelleymounter",,,4,599,,,,,,
"rascalton",,,23,230,10,523,4,1081,2,1439
"rat!hammock",,,2,855,,,,,,
"ratt",,,2,855,,,,,,
"ray charles",,,1,1301,,,,,,
"regina spektor",,,3,685,2,1292,1,2135,1,2066
"reigen der prinzessinnen",,,1,1301,,,,,,
"reignwolf",,,2,855,1,1982,,,,
"ren",,,3,685,,,,,,
"repeat repeat",,,2,855,,,,,,
"rev magnetic",,,2,855,,,,,,
"richard ashcroft",,,3,685,,,,,,
"richard dawson",,,2,855,1,1982,1,2135,,
"richie peace",,,2,855,,,,,,
"robbie williams",,,5,534,1,1982,1,2135,,
"robert miles",,,1,1301,,,,,1,2066
"rocco vega",,,1,1301,,,,,,
"rocky",,,1,1301,2,1292,,,,
"roger miles",,,2,855,,,,,,
"rolling blackouts coastal fever",,,5,534,22,280,4,1081,14,485
"rondes printanieres",,,1,1301,,,,,,
"rondo veneziano",,,20,249,,,20,346,10,666
"roofers union",,,2,855,,,,,,
"rory gallagher",,,1,1301,,,,,,
"royal canoe",,,1,1301,1,1982,,,1,2066
"rozalla",,,1,1301,,,,,1,2066
"ruby empress",,,2,855,,,,,,
"rufus harley",,,1,1301,,,,,,
"rum.gold",,,2,855,,,,,,
"s u r v i v e",,,1,1301,1,1982,,,,
"said the whale",,,131,41,13,426,19,361,9,716
"saint agnes",,,7,458,,,10,658,1,2066
"sam smith",,,1,1301,,,,,,
"sampa the great, ecca vandal",,,1,1301,,,,,,
"san fermin",,,2,855,14,406,,,,
"sandro perri",,,2,855,,,,,,
"sarah brightman",,,1,1301,,,,,,
"scars",,,3,685,,,,,,
"seafret",,,1,1301,1,1982,,,,
"sean paul, wiley, stefflon don, idris elba",,,1,1301,,,,,,
"sean richard",,,1,1301,,,,,,
"sekai no owari （世界の終わり）",,,1,1301,,,1,2135,5,948
"shakira",,,1,1301,1,1982,,,16,422
"sharon van etten",,,1,1301,1,1982,1,2135,2,1439
"sheer mag",,,12,339,1,1982,,,6,854
"sheppard",,,2,855,1,1982,,,,
"shields",,,5,534,,,,,,
"sidekicknick",,,1,1301,,,,,,
"sigrid",,,2,855,,,,,,
"silent war",,,2,855,,,,,,
"silversun pickups",,,3,685,1,1982,,,,
"sipper",,,2,855,,,1,2135,,
"sirotkin",,,8,428,1,1982,9,707,,
"sister machine gun",,,2,855,,,,,,
"skating for cover",,,3,685,,,,,,
"skating polly",,,1,1301,,,,,,
"skye wallace",,,2,855,,,,,,
"sleaford mods",,,375,7,66,86,102,60,56,113
"sleater-kinney",,,2,855,,,1,2135,4,1038
"sleepwalkers",,,2,855,,,,,,
"slenderbodies",,,1,1301,,,,,,
"slide",,,2,855,,,,,,
"small crush",,,3,685,,,,,,
"smokey robinson & the miracles",,,2,855,1,1982,1,2135,7,802
"snack villain",,,2,855,,,,,,
"snap",,,1,1301,,,,,,
"snapped ankles",,,2,855,113,35,151,29,191,19
"sofia portanet",,,1,1301,,,,,,
"soft moon",,,6,496,1,1982,4,1081,3,1188
"sonic death",,,31,178,61,96,10,658,8,750
"sonique",,,1,1301,,,,,1,2066
"sons of an illustrious father",,,1,1301,,,,,,
"sophisticated drum machine",,,3,685,,,,,,
"spector",,,4,599,5,761,3,1236,13,515
"sports team",,,5,534,33,191,14,479,50,133
"stalking like candy",,,2,855,,,,,,
"starcrawler",,,20,249,3,1021,40,191,51,129
"state of play",,,2,855,,,,,,
"steel banglez",,,1,1301,,,,,,
"steeleye span",,,1,1301,,,47,163,,
"stef chura",,,2,855,,,,,,
"stevan",,,2,855,,,,,,
"steve howe",,,1,1301,,,,,1,2066
"sticky fingers",,,5,534,2,1292,1,2135,,
"still woozy",,,4,599,5,761,3,1236,,
"strfkr",,,2,855,1,1982,11,598,1,2066
"strike",,,2,855,,,,,1,2066
"string machine",,,2,855,,,,,,
"strvngers",,,25,214,6,685,3,1236,1,2066
"style council",,,1,1301,,,,,,
"suicidal tendencies",,,1,1301,4,865,,,,
"sultans of ping f.c.",,,18,269,5,761,,,5,948
"sundara karma",,,22,239,1,1982,3,1236,,
"super besse",,,40,149,24,259,15,446,12,563
"super city",,,3,685,,,,,,
"superego",,,2,855,,,,,,
"supertribe",,,2,855,,,,,,
"sure sure",,,1,1301,,,,,,
"surf curse",,,2,855,2,1292,1,2135,1,2066
"survive",,,1,1301,1,1982,,,1,2066
"sweet tempest",,,4,599,2,1292,,,,
"swimming with bears",,,2,855,,,,,,
"syn city",,,2,855,,,,,,
"systems",,,2,855,,,,,,
"t.a.t.u.",,,2,855,,,,,,
"t.k.o",,,2,855,,,,,,
"taco",,,1,1301,1,1982,,,8,750
"taj ralph",,,2,855,,,,,,
"tall ships",,,1,1301,,,,,,
"tamar kali",,,1,1301,,,,,1,2066
"tame impala",,,6,496,38,169,40,191,2,1439
"tampa",,,2,855,,,,,,
"team me",,,3,685,,,,,,
"technotronic",,,1,1301,3,1021,43,183,6,854
"telekinesis",,,2,855,1,1982,,,,
"th da freak",,,1,1301,,,,,,
"the adicts",,,82,77,36,177,17,396,90,55
"the age of love",,,1,1301,,,2,1500,1,2066
"the all seeing i",,,1,1301,1,1982,3,1236,7,802
"the almighty defenders",,,2,855,1,1982,,,,
"the amazons",,,43,136,19,312,3,1236,1,2066
"the appleseed cast",,,1,1301,,,,,,
"the belafontes",,,2,855,,,,,,
"the birthday massacre",,,1,1301,1,1982,,,,
"the black lips",,,1,1301,,,1,2135,,
"the black mages",,,1,1301,,,,,1,2066
"the black tones",,,2,855,1,1982,,,,
"the bohicas",,,61,106,4,865,14,479,13,515
"the claypool lennon delirium",,,9,393,,,1,2135,,
"the coathangers",,,2,855,1,1982,,,,
"the cowboys",,,2,855,,,,,,
"the cribs",,,3,685,1,1982,,,1,2066
"the delta riggs",,,5,534,3,1021,1,2135,,
"the dirt and the grime",,,3,685,,,,,,
"the dollyrots",,,2,855,,,,,,
"the dream eaters",,,2,855,,,,,,
"the drums",,,44,133,33,191,11,598,23,299
"the duke",,,2,855,,,,,,
"the eighteenth day of may",,,1,1301,,,,,1,2066
"the elders",,,1,1301,,,,,1,2066
"the electric hell fire club",,,1,1301,,,,,,
"the electric prunes",,,4,599,16,368,2,1500,2,1439
"the elwins",,,2,855,,,,,,
"the future sound of london",,,1,1301,,,13,511,6,854
"the futureheads",,,67,94,22,280,37,209,3,1188
"the galileo 7",,,1,1301,,,,,,
"the gloomies",,,2,855,,,,,,
"the grateful dead",,,5,534,3,1021,,,,
"the groove boys",,,2,855,,,,,,
"the groove theory",,,1,1301,,,,,,
"the hails",,,2,855,,,,,,
"the happy fits",,,2,855,,,1,2135,,
"the harmaleighs",,,1,1301,,,,,,
"the jins",,,1,1301,,,,,,
"the jon spencer blues explosion",,,1,1301,,,,,29,241
"the lancashire hotpots",,,1,1301,,,,,,
"the leers",,,2,855,,,,,,
"the love language",,,2,855,,,,,,
"the magic gang",,,3,685,3,1021,2,1500,,
"the magnetic fields",,,1,1301,2,1292,3,1236,3,1188
"the ministers",,,3,685,,,,,,
"the misfits",,,2,855,,,,,3,1188
"the mooney suzuki",,,2,855,4,865,,,,
"the moonlandingz",,,265,11,126,29,51,146,124,34
"the moving stills",,,2,855,,,,,,
"the murder capital",,,23,230,26,235,6,887,15,450
"the mystery lights",,,3,685,,,1,2135,6,854
"the naked and famous",,,5,534,41,152,3,1236,,
"the nice nice",,,4,599,,,,,,
"the octopus project",,,1,1301,1,1982,,,,
"the offspring",,,11,360,1,1982,,,1,2066
"the original",,,1,1301,,,,,,
"the pale white",,,15,303,2,1292,3,1236,,
"the palms",,,3,685,,,,,,
"the pretenders",,,1,1301,,,,,,
"the rakes",,,10,375,2,1292,,,1,2066
"the real zebos",,,3,685,,,1,2135,,
"the runaways",,,1,1301,1,1982,3,1236,,
"the ruts",,,2,855,,,1,2135,3,1188
"the s.l.p.",,,32,173,26,235,14,479,,
"the s.l.p., little simz",,,4,599,,,,,,
"the source ft. candi staton",,,2,855,,,,,1,2066
"the tallest man on earth",,,1,1301,,,,,,
"the three degrees",,,1,1301,,,,,,
"the tribal master",,,2,855,,,,,,
"the vandals",,,1,1301,4,865,1,2135,1,2066
"the vaughns",,,2,855,,,,,,
"the ventures",,,1,1301,2,1292,,,,
"the view",,,3,685,,,,,1,2066
"the vitriots",,,4,599,,,1,2135,,
"the walkmen",,,9,393,1,1982,3,1236,1,2066
"thomas benjamin wild esq & damian clark",,,1,1301,,,,,,
"tin machine",,,16,291,,,,,,
"toccata",,,2,855,,,,,,
"tom misch",,,2,855,,,,,,
"tom vinny",,,2,855,,,,,,
"tony macalpine",,,1,1301,,,,,1,2066
"tony nelson",,,1,1301,,,,,,
"tony samba",,,2,855,,,,,,
"tool",,,3,685,,,,,,
"top bunk",,,2,855,,,,,,
"tora",,,2,855,,,,,,
"toth",,,2,855,,,1,2135,,
"tōth",,,2,855,,,,,,
"toy",,,1,1301,2,1292,2,1500,,
"trem",,,2,855,,,,,,
"trent reznor, peter murphy, jeordie white, atticus ross",,,1,1301,,,,,,
"tribe 2 tribe",,,1,1301,,,,,,
"tricky",,,2,855,3,1021,8,761,2,1439
"tullycraft",,,1,1301,,,,,,
"turisas",,,7,458,,,11,598,,
"twins",,,1,1301,,,,,,
"two another",,,2,855,,,,,,
"uk subs",,,1,1301,,,,,,
"ulrika spacek",,,7,458,3,1021,6,887,1,2066
"ultra naté",,,2,855,,,1,2135,1,2066
"umphrey's mcgee",,,1,1301,,,,,,
"unlike pluto",,,1,1301,,,,,,
"utada",,,3,685,,,1,2135,,
"uv rays",,,2,855,,,,,,
"vampire weekend",,,5,534,2,1292,2,1500,1,2066
"van lukas orchestra",,,2,855,,,,,,
"vant",,,9,393,64,91,8,761,2,1439
"variation: der feuervogel",,,1,1301,,,,,,
"various",,,2,855,4,865,,,1,2066
"vassilikos",,,7,458,1,1982,,,,
"velvet underground",,,1,1301,8,595,,,,
"versing",,,2,855,2,1292,,,,
"viith temple",,,1,1301,1,1982,,,,
"visage",,,2,855,,,1,2135,3,1188
"vivian girls",,,1,1301,1,1982,1,2135,1,2066
"volcano, i'm still excited!!",,,1,1301,,,,,,
"voxtrot",,,1,1301,,,,,,
"vtss",,,2,855,,,4,1081,,
"wall of death",,,1,1301,,,,,,
"wallows",,,8,428,2,1292,2,1500,1,2066
"walt disco",,,2,855,6,685,11,598,18,381
"warlord",,,1,1301,,,,,,
"warmduscher",,,139,37,60,99,56,130,336,3
"waterflame",,,1,1301,1,1982,,,2,1439
"we are wolves",,,1,1301,94,56,34,222,6,854
"we show up on radar",,,1,1301,,,,,,
"weird milk",,,2,855,2,1292,,,,
"westkust",,,2,855,,,,,,
"white zombie",,,2,855,,,,,,
"wiegenlied",,,1,1301,,,,,,
"wilco",,,1,1301,26,235,,,3,1188
"wildchild",,,1,1301,,,,,1,2066
"william bolton",,,1,1301,,,,,,
"wintersleep",,,138,38,60,99,80,79,59,106
"wizaard",,,18,269,1,1982,10,658,,
"wolfstone",,,1,1301,,,,,1,2066
"woodkid",,,20,249,17,346,3,1236,16,422
"wooly mammoth",,,2,855,,,,,,
"wooze",,,44,133,7,630,6,887,13,515
"work of fiction	",,,2,855,,,,,,
"wy",,,2,855,,,,,,
"xiu xiu",,,15,303,2,1292,7,821,4,1038
"yaz",,,2,855,,,3,1236,,
"yellow days",,,2,855,,,,,,
"yellow shoots",,,1,1301,,,,,,
"yes we mystic",,,1,1301,,,,,,
"yo la tengo",,,2,855,,,1,2135,18,381
"yonaka",,,15,303,,,,,,
"young monks",,,4,599,,,,,,
"young rising sons",,,1,1301,,,,,,
"your vegas",,,1,1301,,,,,,
"youth sector",,,2,855,1,1982,,,,
"yuu kobayashi",,,1,1301,,,,,,
"yves butch",,,2,855,,,,,,
"zak abel",,,2,855,,,,,,
"zeal & ardor",,,2,855,6,685,5,979,54,121
"авиа",,,2,855,28,225,9,707,5,948
"александр градский",,,2,855,,,,,,
"александр иванов",,,1,1301,,,,,,
"алиса",,,7,458,4,865,1,2135,,
"анимация",,,5,534,,,,,,
"аффинаж",,,2,855,4,865,6,887,,
"аффинаж,shortparis",,,3,685,2,1292,,,,
"би-2",,,23,230,21,287,7,821,2,1439
"браво",,,4,599,,,29,252,5,948
"братья грим",,,6,496,,,,,,
"бригада с",,,2,855,,,,,,
"ва-банкъ",,,1,1301,,,1,2135,,
"виктор цой",,,4,599,2,1292,,,,
"воскресение",,,13,325,1,1982,15,446,5,948
"вячеслав бутусов",,,4,599,,,2,1500,,
"вячеслав бутусов & deadушки",,,9,393,,,,,,
"город 312",,,1,1301,,,,,,
"гражданская оборона",,,198,17,224,6,141,33,156,24
"грязь",,,4,599,,,,,,
"дайте танк (!)",,,4,599,1,1982,85,74,,
"дана соколова",,,3,685,,,,,,
"ддт",,,8,428,18,333,8,761,1,2066
"дельфин",,,1,1301,1,1982,,,,
"джанго",,,3,685,,,,,,
"динамик",,,1,1301,,,1,2135,,
"жуки",,,3,685,,,,,,
"звери",,,8,428,,,3,1236,,
"звуки му",,,5,534,,,3,1236,2,1439
"земфира",,,19,260,1,1982,12,544,,
"зоопарк",,,12,339,,,,,,
"инкогнито",,,3,685,,,,,,
"инна желанная",,,2,855,,,1,2135,,
"калинов мост",,,2,855,,,,,,
"карнавал",,,3,685,1,1982,2,1500,,
"квартал",,,1,1301,,,1,2135,,
"кипелов",,,1,1301,,,1,2135,,
"княzz",,,3,685,,,,,,
"константин никольский",,,3,685,,,2,1500,,
"копенgаgен",,,3,685,,,,,,
"король и шут",,,9,393,2,1292,6,887,,
"крематорий",,,5,534,,,8,761,,
"круиз",,,1,1301,,,1,2135,,
"кукрыниксы",,,6,496,,,,,,
"курара",,,34,162,3,1021,12,544,2,1439
"ленинград",,,152,31,5,761,17,396,7,802
"леприконсы",,,4,599,,,,,,
"ломовой",,,4,599,,,,,,
"магнитная аномалия",,,1,1301,,,,,,
"мачете",,,3,685,,,,,,
"мёртвые дельфины",,,3,685,,,,,,
"модем",,,1,1301,,,,,,
"молчат дома",,,5,534,,,,,,
"монеточка",,,16,291,90,60,74,92,87,61
"мукка",,,2,855,,,,,,
"мумий тролль",,,25,214,12,461,126,42,38,178
"мураками",,,3,685,,,,,,
"найк борзов",,,1,1301,2,1292,,,,
"настя",,,1,1301,2,1292,1,2135,1,2066
"настя макаревич",,,2,855,,,,,,
"нейромонах феофан",,,10,375,,,,,,
"неприкасаемые",,,3,685,,,,,,
"новый год",,,2,855,,,,,,
"ногу свело!",,,3,685,3,1021,148,30,108,38
"ноль",,,2,855,,,19,361,2,1439
"объект насмешек",,,1,1301,,,,,1,2066
"оптимальный вариант",,,1,1301,,,,,,
"павел пиковский",,,1,1301,,,,,,
"павел пиковский, илья «чёрт» кнабенгоф, антон ''пух",,,2,855,2,1292,,,,
"папин олимпос",,,2,855,,,4,1081,,
"ппк",,,1,1301,2,1292,1,2135,6,854
"ромарио",,,2,855,,,,,,
"самое большое простое число",,,60,108,41,152,109,53,63,98
"сбпч",,,29,191,28,225,,,,
"св",,,1,1301,,,,,,
"секрет",,,1,1301,,,,,,
"сергей курёхин",,,2,855,,,,,,
"серьга",,,2,855,,,,,,
"смысловые галлюцинации",,,4,599,,,,,,
"спасибо",,,46,128,19,312,16,425,,
"сплин + би-2",,,1,1301,2,1292,,,,
"танцы минус",,,24,225,3,1021,8,761,2,1439
"телевизор",,,12,339,1,1982,2,1500,1,2066
"урфин джюс",,,2,855,,,,,,
"центр",,,9,393,1,1982,4,1081,2,1439
"чайф",,,8,428,,,,,,
"чиж",,,1,1301,,,,,,
"чиж & co",,,5,534,,,2,1500,1,2066
"чичерина",,,2,855,,,,,,
"электрофорез",,,80,79,96,50,160,24,54,121
"ю-питер",,,5,534,,,21,334,,
"!!!",,,,,7,630,30,246,65,95
"!!!, angus andrew",,,,,1,1982,,,,
"!!!, maria uzor",,,,,1,1982,,,2,1439
"!!!, meah pace",,,,,2,1292,3,1236,5,948
"? & the mysterians",,,,,1,1982,,,,
"@blood.doves",,,,,1,1982,,,,
"*repeat repeat",,,,,2,1292,19,361,2,1439
"#####",,,,,2,1292,,,,
"1decree",,,,,1,1982,,,,
"2.3",,,,,2,1292,,,,
"20/20",,,,,2,1292,,,,
"4 non blondes",,,,,2,1292,,,1,2066
"4 позиции бруно",,,,,1,1982,7,821,,
"7011",,,,,1,1982,,,,
"7b",,,,,1,1982,2,1500,,
"88 fingers louie",,,,,1,1982,,,,
"a certain ratio",,,,,3,1021,16,425,6,854
"a frames",,,,,1,1982,,,,
"a giant dog",,,,,1,1982,,,1,2066
"a house in the trees",,,,,1,1982,,,,
"a major european group",,,,,1,1982,,,,
"a place to bury strangers",,,,,13,426,2,1500,5,948
"a. swayze & the ghosts",,,,,1,1982,,,,
"a.c. temple",,,,,2,1292,,,,
"a.fruit",,,,,1,1982,,,,
"a'studio",,,,,1,1982,,,,
"abingdon boys school",,,,,1,1982,,,,
"abubakar sani and fati niger",,,,,1,1982,,,,
"ace marino",,,,,6,685,1,2135,,
"achilles",,,,,4,865,,,,
"acrobats of desire",,,,,3,1021,,,,
"actors",,,,,44,135,26,284,13,515
"actress x london contemporary orchestra",,,,,2,1292,,,,
"adeline",,,,,1,1982,,,,
"adrienne young",,,,,1,1982,,,,
"adults",,,,,1,1982,,,,
"afous d'afous",,,,,1,1982,,,,
"africa express",,,,,119,33,15,446,147,26
"against all logic",,,,,2,1292,3,1236,,
"agatha christie",,,,,3,1021,,,,
"aharon amram",,,,,1,1982,,,,
"ahmedou ahmed lowla",,,,,2,1292,,,,
"ahmoudou madassane",,,,,1,1982,,,,
"ahuva ozeri",,,,,1,1982,,,,
"aigel",,,,,129,27,89,72,210,11
"aiming for enrike",,,,,3,1021,,,,
"ajj",,,,,3,1021,,,,
"äl jawala",,,,,1,1982,,,,
"alai oli",,,,,2,1292,3,1236,,
"alan power",,,,,1,1982,,,,
"alaskalaska",,,,,1,1982,,,1,2066
"aldo",,,,,1,1982,,,,
"aleksander serov",,,,,2,1292,,,,
"aleksey glyzin",,,,,1,1982,,,,
"alena apina",,,,,1,1982,,,,
"alex britti",,,,,1,1982,,,,
"alex gough",,,,,1,1982,,,,
"alexandra savior",,,,,2,1292,,,,
"alexia",,,,,1,1982,,,,
"algiers",,,,,101,45,46,171,16,422
"ali hassan kuban",,,,,8,595,3,1236,,
"alisa",,,,,13,426,6,887,3,1188
"alison mosshart",,,,,2,1292,,,,
"all diese gewalt",,,,,1,1982,,,,
"all them witches",,,,,6,685,2,1500,22,315
"all things blue",,,,,1,1982,,,,
"all we are",,,,,1,1982,1,2135,,
"alla pugacheva",,,,,2,1292,,,,
"almighty mighty",,,,,1,1982,,,,
"aloha",,,,,1,1982,,,,
"alpaca sports",,,,,2,1292,,,,
"alpha-beta, karina lurmish",,,,,1,1982,,,,
"alsou",,,,,1,1982,,,,
"alt-j, baauer",,,,,1,1982,,,,
"altin gün",,,,,15,390,11,598,27,259
"altre di b",,,,,2,1292,,,,
"aluna & kaytranada",,,,,1,1982,,,,
"alyans",,,,,1,1982,,,,
"alyona alyona",,,,,3,1021,,,,
"am-boy",,,,,1,1982,,,,
"amadou & mariam feat. santigold, santigold",,,,,1,1982,,,,
"amadou binta konté & tidiane thiam",,,,,1,1982,,,,
"amami",,,,,17,346,84,77,,
"amara",,,,,2,1292,,,,
"amber arcades",,,,,1,1982,1,2135,,
"ana marija šir, the chameleons",,,,,1,1982,,,,
"anacondaz",,,,,1,1982,11,598,,
"anacondaz, noize mc",,,,,2,1292,,,,
"anastacia",,,,,3,1021,,,,
"anberlin",,,,,1,1982,,,,
"anderson .paak",,,,,1,1982,2,1500,,
"andrea bocelli",,,,,1,1982,,,,
"andrea laszlo de simone",,,,,1,1982,,,,
"andreas johnson",,,,,2,1292,,,,
"andrew weatherall",,,,,1,1982,2,1500,2,1439
"andrey gubin",,,,,1,1982,,,,
"andy pickett",,,,,1,1982,1,2135,3,1188
"andy shauf",,,,,1,1982,,,,
"angelic milk",,,,,2,1292,,,,
"angelica garcia",,,,,103,42,,,,
"angelica varum",,,,,2,1292,,,,
"angelique kidjo",,,,,1,1982,,,,
"angelo branduardi",,,,,2,1292,,,,
"anika",,,,,1,1982,12,544,4,1038
"anna hamilton",,,,,2,1292,,,,
"anni rossi",,,,,2,1292,,,,
"annuals",,,,,2,1292,,,,
"anorak patch",,,,,1,1982,,,,
"another sky",,,,,3,1021,2,1500,,
"anton makarov",,,,,9,560,,,,
"anton maskeliade",,,,,162,15,209,12,65,95
"antonella ruggero (feat.rhapsodija trio)",,,,,2,1292,,,,
"antonella ruggiero",,,,,2,1292,,,,
"antonello venditti",,,,,1,1982,1,2135,,
"apollo sunshine",,,,,1,1982,,,,
"apoptygma berzerk",,,,,2,1292,1,2135,,
"aquarium",,,,,45,133,,,,
"araatan & nömak",,,,,2,1292,1,2135,,
"arab strap",,,,,2,1292,62,116,18,381
"ariel pink",,,,,4,865,,,,
"aril brikha",,,,,1,1982,,,,
"aris san",,,,,1,1982,,,,
"aro",,,,,1,1982,,,,
"art d'ecco",,,,,34,187,119,46,26,266
"artemiev",,,,,4,865,20,346,,
"artery",,,,,2,1292,,,,
"atlas maior",,,,,1,1982,,,,
"atlas sound",,,,,2,1292,,,,
"attack 41",,,,,1,1982,,,,
"au pairs",,,,,1,1982,3,1236,3,1188
"augenwasser",,,,,2,1292,1,2135,2,1439
"auktyon",,,,,20,302,,,,
"aurelio",,,,,1,1982,,,,
"autechre",,,,,1,1982,,,2,1439
"avalon emerson",,,,,1,1982,1,2135,,
"avi buffalo",,,,,1,1982,1,2135,,
"avril lavigne",,,,,1,1982,,,1,2066
"awolnation, grouplove",,,,,2,1292,,,1,2066
"awolnation; alex ebert",,,,,3,1021,,,,
"awolnation; weezer",,,,,2,1292,,,,
"b troop",,,,,2,1292,,,,
"baba ali",,,,,2,1292,2,1500,,
"baby of the bunch",,,,,1,1982,,,,
"baby strange",,,,,23,271,43,183,26,266
"baby woodrose",,,,,2,1292,,,,
"bacchae",,,,,9,560,,,,
"backspace",,,,,1,1982,,,1,2066
"bad brains",,,,,1,1982,1,2135,6,854
"bad flamingo",,,,,2,1292,,,,
"bad religion",,,,,2,1292,,,1,2066
"baharat",,,,,4,865,,,2,1439
"balkan taksim",,,,,1,1982,2,1500,,
"baluji shrivastav",,,,,1,1982,,,,
"bambara",,,,,41,152,9,707,16,422
"bananafish",,,,,1,1982,3,1236,,
"bananagun",,,,,1,1982,,,2,1439
"banda de gaitas ledicia",,,,,1,1982,,,,
"banda ionica, macaco el mono loco",,,,,1,1982,,,1,2066
"bangbangcockcock",,,,,9,560,,,,
"banks",,,,,3,1021,,,,
"bark bark disco, joon",,,,,1,1982,,,,
"bartees strange",,,,,10,523,,,,
"bass drum of death",,,,,1,1982,20,346,1,2066
"bass tone trap",,,,,2,1292,,,,
"basta",,,,,1,1982,,,1,2066
"bat-bike",,,,,4,865,,,,
"battles",,,,,2,1292,14,479,1,2066
"battles, sal principato",,,,,1,1982,1,2135,1,2066
"baxter dury",,,,,4,865,6,887,13,515
"bc camplight",,,,,90,60,27,274,37,187
"bdrmm",,,,,2,1292,4,1081,7,802
"bdrmm, ditz",,,,,1,1982,,,,
"beach baby",,,,,1,1982,,,,
"beak>",,,,,4,865,9,707,20,345
"beak>, mario batkovic",,,,,1,1982,,,,
"beat happening",,,,,1,1982,,,1,2066
"beats antique, bósa",,,,,1,1982,,,,
"bec sandridge",,,,,2,1292,,,,
"behavior",,,,,1,1982,,,,
"ben shemie",,,,,5,761,,,,
"benee",,,,,2,1292,,,,
"bent",,,,,1,1982,1,2135,,
"bent knee",,,,,2,1292,,,2,1439
"berlin philharmonic horn quartet",,,,,1,1982,,,,
"berlin symphony orchestra & günther herbig",,,,,3,1021,3,1236,,
"bessie turner",,,,,1,1982,4,1081,7,802
"betina",,,,,1,1982,,,,
"better than ezra",,,,,2,1292,,,1,2066
"beverly kills",,,,,1,1982,,,,
"beyaz hayvanlar",,,,,1,1982,,,,
"beyond the wizards sleeve",,,,,1,1982,1,2135,,
"biagio antonacci",,,,,18,333,,,,
"bicep",,,,,1,1982,105,56,5,948
"bicycles for afghanistan",,,,,2,1292,,,1,2066
"big black",,,,,1,1982,2,1500,,
"big black delta",,,,,1,1982,,,,
"big joanie",,,,,3,1021,21,334,3,1188
"big neck police",,,,,1,1982,,,,
"big wreck",,,,,1,1982,,,,
"bigbang & 2ne1",,,,,1,1982,,,,
"biig piig",,,,,1,1982,2,1500,1,2066
"bilk",,,,,2,1292,3,1236,3,1188
"bill baird",,,,,1,1982,,,,
"bill callahan",,,,,2,1292,,,1,2066
"billy nomates",,,,,55,109,60,121,25,279
"binki",,,,,2,1292,1,2135,2,1439
"birdman cult",,,,,32,204,16,425,17,401
"birdmask",,,,,4,865,,,,
"birds of pandæmonium",,,,,1,1982,,,,
"birdy oo",,,,,2,1292,,,,
"bishop allen",,,,,2,1292,,,,
"bishop briggs",,,,,2,1292,,,,
"bitch falcon",,,,,1,1982,,,,
"bizz nizz",,,,,1,1982,9,707,,
"black country, new road",,,,,2,1292,64,109,73,83
"black devil disco club",,,,,8,595,1,2135,7,802
"black flag",,,,,1,1982,1,2135,4,1038
"black honey",,,,,1,1982,11,598,33,217
"black kids",,,,,10,523,46,171,6,854
"black marble",,,,,6,685,3,1236,2,1439
"black midi",,,,,4,865,12,544,55,117
"black mountain",,,,,2,1292,,,1,2066
"black nail cabaret",,,,,2,1292,,,1,2066
"black tiger sex machine",,,,,1,1982,,,,
"black tiger sex machine, hairitage, hyro the hero",,,,,1,1982,,,,
"blackaby",,,,,4,865,,,,
"blackstarkids",,,,,1,1982,,,,
"blake scott",,,,,1,1982,,,,
"blanck mass",,,,,3,1021,,,,
"bleached",,,,,1,1982,1,2135,,
"blestyashchiye",,,,,1,1982,,,,
"blisk",,,,,1,1982,,,3,1188
"blitzen trapper",,,,,2,1292,1,2135,,
"blóm",,,,,1,1982,,,,
"blood cultures",,,,,9,560,1,2135,,
"blood red shoes, jlx",,,,,2,1292,3,1236,1,2066
